Date,Open,High,Low,Close,Adj Close,Volume
1996-04-16,17.222221,17.222221,17.222221,17.222221,5.561011,0
1996-04-17,17.222221,17.222221,17.222221,17.222221,5.561011,3600
1996-04-18,17.222221,18.055555,17.222221,17.222221,5.561011,14400
1996-04-19,17.222221,17.222221,17.222221,17.222221,5.561011,7200
1996-04-22,17.222221,17.222221,17.222221,17.222221,5.561011,7200
1996-04-23,17.222221,17.222221,17.222221,17.222221,5.561011,0
1996-04-24,17.222221,17.222221,17.222221,17.222221,5.561011,0
1996-04-25,17.222221,17.777777,17.777777,17.777777,5.740400,3600
1996-04-26,17.777777,18.055555,17.777777,18.055555,5.830094,7200
1996-04-29,18.055555,19.861111,18.055555,19.861111,6.413104,18000
1996-04-30,19.861111,20.597221,20.597221,20.597221,6.650791,900000
1996-05-01,20.597221,20.597221,20.597221,20.597221,6.650791,0
1996-05-02,20.833332,20.833332,19.998611,19.998611,6.457500,7200
1996-05-03,19.998611,19.998611,19.998611,19.998611,6.457500,0
1996-05-06,19.998611,19.998611,19.998611,19.998611,6.457500,0
1996-05-07,19.694445,19.722221,19.694445,19.722221,6.368258,7200
1996-05-08,20.833332,20.833332,20.833332,20.833332,6.727031,3600
1996-05-09,20.833332,20.833332,20.833332,20.833332,6.727031,0
1996-05-10,20.833332,20.833332,20.833332,20.833332,6.727031,0
1996-05-13,20.833332,20.833332,20.833332,20.833332,6.727031,0
1996-05-14,20.833332,20.833332,20.833332,20.833332,6.727031,0
1996-05-15,20.388887,20.736111,20.388887,20.736111,6.695639,183600
1996-05-16,20.555555,20.555555,20.000000,20.000000,6.457950,10800
1996-05-17,20.416666,20.833332,20.416666,20.833332,6.727031,39600
1996-05-20,20.833332,20.833332,20.833332,20.833332,6.727031,0
1996-05-21,20.833332,20.833332,20.833332,20.833332,6.727031,0
1996-05-22,20.833332,20.833332,20.694445,20.694445,6.682184,21600
1996-05-23,20.833332,20.833332,20.833332,20.833332,6.727031,360000
1996-05-24,20.833332,20.833332,20.833332,20.833332,6.727031,540000
1996-05-27,20.277777,20.277777,20.277777,20.277777,6.547644,18000
1996-05-28,20.833332,20.833332,20.555555,20.555555,6.637338,7200
1996-05-29,20.555555,21.388887,20.555555,21.388887,6.906419,57600
1996-05-30,21.388887,21.388887,21.388887,21.388887,6.906419,0
1996-05-31,21.388887,21.388887,21.388887,21.388887,6.906419,0
1996-06-03,21.388887,21.138887,21.111111,21.111111,6.816723,10800
1996-06-04,21.250000,22.916666,21.111111,22.708332,7.332464,18000
1996-06-05,21.527777,21.527777,21.138887,21.138887,6.825695,18000
1996-06-06,20.847221,20.847221,20.555555,20.637501,6.663798,82800
1996-06-07,20.833332,20.833332,20.833332,20.833332,6.727031,3600
1996-06-10,20.694445,20.694445,20.555555,20.555555,6.637338,7200
1996-06-11,19.722221,19.722221,19.722221,19.722221,6.368258,3600
1996-06-12,21.388887,21.388887,21.388887,21.388887,6.906419,3600
1996-06-13,21.388887,21.388887,21.388887,21.388887,6.906419,0
1996-06-14,21.388887,21.388887,21.388887,21.388887,6.906419,0
1996-06-17,21.388887,21.388887,21.388887,21.388887,6.906419,3600
1996-06-18,21.388887,21.388887,21.388887,21.388887,6.906419,0
1996-06-19,20.833332,20.833332,20.833332,20.833332,6.727031,3600
1996-06-20,20.694445,20.694445,20.694445,20.694445,6.682184,3600
1996-06-21,20.694445,20.694445,20.694445,20.694445,6.682184,0
1996-06-24,20.694445,20.694445,20.694445,20.694445,6.682184,0
1996-06-25,21.111111,21.111111,21.111111,21.111111,6.816723,3600
1996-06-26,20.277777,20.555555,20.277777,20.555555,6.637338,10800
1996-06-27,20.833332,20.833332,20.833332,20.833332,6.727031,3600
1996-06-28,20.833332,20.833332,20.833332,20.833332,6.727031,0
1996-07-01,22.000000,22.000000,22.000000,22.000000,7.103745,108000
1996-07-02,20.279165,21.111111,20.279165,21.111111,6.816723,7200
1996-07-03,21.111111,21.388887,21.111111,21.250000,6.861570,18000
1996-07-04,20.833332,20.861111,20.833332,20.852777,6.733310,10800
1996-07-05,20.852777,20.852777,20.852777,20.852777,6.733310,0
1996-07-08,21.250000,21.250000,20.972221,20.972221,6.771878,21600
1996-07-09,20.694445,20.694445,20.555555,20.555555,6.637338,10800
1996-07-10,20.555555,20.555555,20.555555,20.555555,6.637338,3600
1996-07-11,20.555555,20.555555,20.555555,20.555555,6.637338,0
1996-07-12,20.555555,20.555555,20.555555,20.555555,6.637338,0
1996-07-15,20.277777,20.277777,20.277777,20.277777,6.547644,3600
1996-07-16,20.277777,20.277777,20.138887,20.138887,6.502795,7200
1996-07-17,20.138887,20.138887,20.138887,20.138887,6.502795,0
1996-07-18,20.138887,20.138887,20.138887,20.138887,6.502795,0
1996-07-19,20.138887,20.138887,20.138887,20.138887,6.502795,0
1996-07-22,20.138887,20.138887,20.138887,20.138887,6.502795,0
1996-07-23,18.138887,18.138887,18.138887,18.138887,5.857001,3600
1996-07-24,19.416666,19.416666,19.416666,19.416666,6.269592,3600
1996-07-25,19.416666,19.416666,19.416666,19.416666,6.269592,0
1996-07-26,19.416666,19.416666,19.416666,19.416666,6.269592,0
1996-07-29,19.416666,19.416666,19.416666,19.416666,6.269592,0
1996-07-30,19.416666,19.416666,19.416666,19.416666,6.269592,0
1996-07-31,19.416666,19.416666,19.416666,19.416666,6.269592,0
1996-08-01,19.416666,19.416666,19.416666,19.416666,6.269592,0
1996-08-02,20.833332,20.833332,20.833332,20.833332,6.727031,3600
1996-08-05,20.833332,20.833332,20.833332,20.833332,6.727031,0
1996-08-06,20.833332,20.833332,20.833332,20.833332,6.727031,0
1996-08-07,20.833332,20.833332,20.833332,20.833332,6.727031,0
1996-08-08,20.833332,20.833332,20.833332,20.833332,6.727031,0
1996-08-09,22.194445,22.194445,22.194445,22.194445,7.166531,3600
1996-08-12,21.527777,21.527777,20.833332,20.833332,6.727031,7200
1996-08-13,21.666666,21.943054,21.666666,21.805555,7.040961,7200
1996-08-14,21.416666,21.416666,21.416666,21.416666,6.915388,3600
1996-08-15,21.416666,21.416666,21.416666,21.416666,6.915388,0
1996-08-16,21.111111,21.111111,21.111111,21.111111,6.816723,7200
1996-08-19,20.833332,20.833332,20.833332,20.833332,6.727031,3600
1996-08-20,20.833332,20.833332,20.833332,20.833332,6.727031,0
1996-08-21,20.833332,20.833332,20.833332,20.833332,6.727031,0
1996-08-22,20.833332,20.833332,20.833332,20.833332,6.727031,0
1996-08-23,20.833332,20.833332,20.833332,20.833332,6.727031,0
1996-08-26,20.833332,20.833332,20.833332,20.833332,6.727031,0
1996-08-27,20.833332,20.833332,20.833332,20.833332,6.727031,0
1996-08-28,20.833332,20.833332,20.833332,20.833332,6.727031,0
1996-08-29,20.833332,20.833332,20.833332,20.833332,6.727031,0
1996-08-30,20.833332,20.833332,20.833332,20.833332,6.727031,0
1996-09-02,20.833332,20.833332,20.833332,20.833332,6.727031,0
1996-09-03,20.833332,20.833332,20.833332,20.833332,6.727031,0
1996-09-04,19.305555,19.305555,19.305555,19.305555,6.233715,3600
1996-09-05,19.305555,19.305555,19.305555,19.305555,6.233715,0
1996-09-06,19.305555,19.305555,19.305555,19.305555,6.233715,0
1996-09-09,19.444445,19.444445,19.444445,19.444445,6.278564,3600
1996-09-10,19.444445,20.805555,19.444445,20.805555,6.718060,7200
