Date,Open,High,Low,Close,Adj Close,Volume
1996-01-02,0.794921,0.798828,0.793457,0.793457,0.530965,204800
1996-01-03,0.798828,0.798828,0.798828,0.798828,0.534560,102400
1996-01-04,0.791015,0.794921,0.791015,0.793554,0.531030,307200
1996-01-05,0.784179,0.784179,0.784179,0.784179,0.524757,51200
1996-01-08,0.784179,0.791015,0.785156,0.789062,0.528024,358400
1996-01-09,0.789062,0.781250,0.771484,0.780273,0.522143,870400
1996-01-10,0.780273,0.775390,0.771484,0.773437,0.517569,358400
1996-01-11,0.779296,0.791015,0.773437,0.791015,0.529332,819200
1996-01-12,0.787109,0.787109,0.781250,0.786621,0.526391,358400
1996-01-15,0.776367,0.785156,0.776367,0.777832,0.520510,307200
1996-01-16,0.777832,0.781250,0.712890,0.781250,0.522797,358400
1996-01-17,0.781250,0.783203,0.771484,0.773828,0.517830,768000
1996-01-18,0.773828,0.776367,0.769531,0.776367,0.519529,204800
1996-01-19,0.771484,0.771484,0.768066,0.768554,0.514301,512000
1996-01-22,0.771484,0.776367,0.771484,0.776367,0.519529,204800
1996-01-23,0.767578,0.781250,0.767578,0.773925,0.517895,665600
1996-01-24,0.773925,0.770507,0.752929,0.770507,0.515608,409600
1996-01-25,0.770996,0.770996,0.767578,0.767578,0.513648,102400
1996-01-26,0.767578,0.767578,0.767578,0.767578,0.513648,0
1996-01-29,0.765625,0.765625,0.763183,0.763183,0.510707,102400
1996-01-30,0.763183,0.775390,0.771484,0.772460,0.516915,1433600
1996-01-31,0.772460,0.781250,0.767578,0.781250,0.522797,460800
1996-02-01,0.781250,0.810546,0.781250,0.810546,0.542401,819200
1996-02-02,0.810546,0.839843,0.810546,0.839746,0.561941,2355200
1996-02-05,0.839746,0.841796,0.820410,0.839843,0.562006,819200
1996-02-06,0.839843,0.883789,0.839843,0.859375,0.575077,1382400
1996-02-07,0.859375,0.843750,0.833984,0.836523,0.559784,972800
1996-02-08,0.849609,0.888671,0.849609,0.888671,0.594681,768000
1996-02-09,0.888671,0.927734,0.830078,0.922558,0.617357,1382400
1996-02-12,0.922558,0.935546,0.908203,0.912109,0.610365,819200
1996-02-13,0.937500,0.957031,0.937500,0.957031,0.640426,2048000
1996-02-14,0.957031,1.000976,0.951171,0.993164,0.664605,972800
1996-02-15,0.993164,1.005859,0.957031,1.002539,0.670879,2201600
1996-02-16,1.002539,1.015625,0.965332,1.005371,0.672774,2764800
1996-02-19,1.005371,0.986328,0.982421,0.984570,0.658855,1024000
1996-02-20,0.984570,0.981445,0.968750,0.968945,0.648399,614400
1996-02-21,0.968945,0.968945,0.968945,0.968945,0.648399,0
1996-02-22,0.968945,0.972656,0.961230,0.961425,0.643366,307200
1996-02-23,0.961425,0.970703,0.960937,0.970703,0.649575,153600
1996-02-26,0.970703,0.976562,0.966308,0.976562,0.653496,204800
1996-02-27,0.976562,0.952148,0.927734,0.927734,0.620821,153600
1996-02-28,0.927734,0.929687,0.929687,0.929687,0.622128,51200
1996-02-29,0.929687,0.917968,0.914062,0.916015,0.612979,460800
1996-03-01,0.916015,0.927734,0.898437,0.922851,0.617553,512000
1996-03-04,0.927734,0.937500,0.927734,0.937500,0.627356,153600
1996-03-05,0.937500,0.937500,0.937500,0.937500,0.627356,0
1996-03-06,0.952929,0.952929,0.911132,0.911132,0.609711,204800
1996-03-07,0.911132,0.937500,0.917871,0.937500,0.627356,307200
1996-03-08,0.937500,0.945214,0.929687,0.945214,0.632518,256000
1996-03-11,0.945214,0.937500,0.931738,0.935546,0.626049,153600
1996-03-12,0.935546,0.937500,0.917968,0.937500,0.627356,409600
1996-03-13,0.937500,0.928125,0.915039,0.915039,0.612326,870400
1996-03-14,0.915039,0.937500,0.937011,0.937500,0.627356,307200
1996-03-15,0.937500,0.933691,0.933593,0.933593,0.624742,153600
1996-03-18,0.933593,0.937500,0.933593,0.934960,0.625657,1228800
1996-03-19,0.934960,0.937500,0.927734,0.937500,0.627356,256000
1996-03-20,0.937500,0.937500,0.937500,0.937500,0.627356,0
1996-03-21,0.937500,0.944726,0.934570,0.934570,0.625396,256000
1996-03-22,0.934570,0.951171,0.941503,0.946679,0.633499,768000
1996-03-25,0.946679,0.937304,0.920898,0.935546,0.626049,409600
1996-03-26,0.935546,0.933593,0.923046,0.923046,0.617684,204800
1996-03-27,0.923046,0.937500,0.929687,0.929687,0.622128,716800
1996-03-28,0.929687,0.949316,0.947265,0.949316,0.635263,307200
1996-03-29,0.949316,0.984277,0.957031,0.982324,0.657352,716800
1996-04-01,0.982324,0.982324,0.982324,0.982324,0.657352,0
1996-04-02,0.982324,0.986328,0.974609,0.986328,0.660031,614400
1996-04-03,0.986328,0.990234,0.978515,0.978515,0.654803,512000
1996-04-04,0.978515,0.976562,0.976562,0.976562,0.653496,51200
1996-04-05,0.976562,0.976562,0.976562,0.976562,0.653496,0
1996-04-08,0.976562,0.982226,0.976562,0.982226,0.657286,256000
