Date,Open,High,Low,Close,Adj Close,Volume
1996-04-24,10.500000,10.500000,10.500000,10.500000,2.982189,4000
1996-04-25,10.500000,10.575000,10.125000,10.137500,2.879232,32000
1996-04-26,10.137500,10.250000,10.075000,10.193750,2.895208,24000
1996-04-29,10.193750,10.193750,10.193750,10.193750,2.895208,0
1996-04-30,10.193750,10.143750,10.000000,10.095000,2.867161,40000
1996-05-01,10.095000,10.050000,10.000000,10.025000,2.847280,20000
1996-05-02,10.025000,10.025000,9.998750,10.000000,2.840180,14000
1996-05-03,10.000000,10.000000,9.887500,9.906250,2.813553,12000
1996-05-06,9.906250,10.000000,9.876250,9.902500,2.812488,22000
1996-05-07,9.902500,10.000000,9.775000,9.851250,2.797932,32000
1996-05-08,9.851250,9.812500,9.812500,9.812500,2.786925,2000
1996-05-09,9.812500,9.950000,9.875000,9.950000,2.825979,6000
1996-05-10,9.650000,9.875000,9.650000,9.847500,2.796867,24000
1996-05-13,9.925000,9.962500,9.925000,9.950000,2.825979,24000
1996-05-14,9.950000,9.975000,9.938750,9.963750,2.829884,22000
1996-05-15,9.963750,9.963750,9.963750,9.963750,2.829884,0
1996-05-16,10.125000,10.125000,9.962500,9.962500,2.829529,12000
1996-05-17,9.950000,9.950000,9.950000,9.950000,2.825979,4000
1996-05-20,9.950000,9.693750,9.625000,9.625000,2.733674,6000
1996-05-21,9.562500,9.575000,9.500000,9.500000,2.698170,22000
1996-05-22,9.500000,9.500000,9.500000,9.500000,2.698170,0
1996-05-23,9.625000,9.625000,9.625000,9.625000,2.733674,4000
1996-05-24,9.625000,9.625000,9.625000,9.625000,2.733674,0
1996-05-27,9.500000,9.625000,9.500000,9.606250,2.728347,18000
1996-05-28,9.606250,9.500000,9.250000,9.500000,2.698170,14000
1996-05-29,9.500000,9.500000,9.500000,9.500000,2.698170,0
1996-05-30,9.500000,9.500000,9.500000,9.500000,2.698170,0
1996-05-31,9.500000,9.500000,9.500000,9.500000,2.698170,16000
1996-06-03,9.500000,9.500000,9.500000,9.500000,2.698170,0
1996-06-04,9.500000,9.500000,9.500000,9.500000,2.698170,2000
1996-06-05,9.337500,9.487500,9.337500,9.340000,2.652728,10000
1996-06-06,9.525000,9.550000,9.525000,9.550000,2.712372,6000
1996-06-07,9.475000,9.475000,9.475000,9.475000,2.691071,4000
1996-06-10,9.252500,9.252500,9.252500,9.252500,2.627876,2000
1996-06-11,9.225000,9.225000,9.225000,9.225000,2.620066,4000
1996-06-12,9.000000,9.000000,9.000000,9.000000,2.556163,2000
1996-06-13,9.875000,9.875000,8.125000,8.125000,2.307645,142000
1996-06-14,8.375000,8.700000,8.375000,8.575000,2.435454,96000
1996-06-17,8.500000,8.800000,8.375000,8.741250,2.482671,78000
1996-06-18,8.750000,8.972500,8.625000,8.891250,2.525275,72000
1996-06-19,8.875000,9.350000,8.750000,9.215000,2.617226,58000
1996-06-20,9.350000,9.621250,9.000000,9.236250,2.623260,134000
1996-06-21,9.625000,9.950000,9.625000,9.840000,2.794737,48000
1996-06-24,9.923750,10.225000,9.425000,10.170000,2.888463,114000
1996-06-25,10.475000,10.475000,10.126250,10.385000,2.949527,148000
1996-06-26,9.525000,10.125000,9.525000,9.936250,2.822073,20000
1996-06-27,9.631250,9.997500,9.631250,9.901250,2.812133,42000
1996-06-28,10.000000,10.047500,9.923750,10.047500,2.853670,14000
1996-07-01,10.025000,10.125000,9.950000,10.016250,2.844794,62000
1996-07-02,10.100000,10.175000,9.950000,10.062500,2.857931,108000
1996-07-03,9.877500,9.877500,9.877500,9.877500,2.805387,2000
1996-07-04,9.750000,10.000000,9.750000,9.925000,2.818878,20000
1996-07-05,9.925000,10.375000,9.925000,10.355000,2.941006,82000
1996-07-08,10.200000,10.500000,10.200000,10.415000,2.958047,50000
1996-07-09,10.375000,10.525000,10.150000,10.250000,2.911184,56000
1996-07-10,9.525000,9.875000,9.493750,9.875000,2.804677,32000
1996-07-11,9.876250,9.876250,9.876250,9.876250,2.805032,4000
1996-07-12,9.800000,9.800000,9.800000,9.800000,2.783376,4000
1996-07-15,9.825000,9.925000,9.825000,9.837500,2.794027,18000
1996-07-16,9.756250,10.000000,9.756250,10.000000,2.840180,14000
1996-07-17,9.950000,9.950000,9.950000,9.950000,2.825979,2000
1996-07-18,9.875000,9.875000,9.850000,9.875000,2.804677,14000
1996-07-19,9.800000,10.175000,9.800000,10.068750,2.859706,46000
1996-07-22,10.025000,10.175000,10.025000,10.097500,2.867871,16000
1996-07-23,10.175000,10.187500,10.000000,10.048750,2.854025,58000
1996-07-24,10.000000,10.000000,9.550000,9.550000,2.712372,6000
1996-07-25,9.625000,9.750000,9.551250,9.568750,2.717697,22000
1996-07-26,9.375000,9.375000,8.750000,8.800000,2.499358,18000
1996-07-29,8.700000,8.700000,8.000000,8.042500,2.284214,30000
1996-07-30,8.062500,8.062500,7.750000,7.782500,2.210370,34000
1996-07-31,7.925000,8.500000,7.925000,8.500000,2.414153,20000
1996-08-01,8.475000,8.800000,8.475000,8.525000,2.421253,32000
1996-08-02,8.425000,8.560000,8.291250,8.291250,2.354864,58000
1996-08-05,8.300000,8.400000,8.250000,8.250000,2.343148,58000
1996-08-06,8.125000,8.187500,7.875000,8.055000,2.287765,38000
1996-08-07,8.000000,8.000000,7.762500,7.815000,2.219600,56000
1996-08-08,7.850000,7.850000,7.500000,7.598750,2.158181,52000
1996-08-09,7.275000,7.573750,7.275000,7.522500,2.136525,38000
1996-08-12,7.875000,8.312500,7.671250,8.303750,2.358414,148000
1996-08-13,8.625000,8.875000,8.500000,8.593750,2.440779,92000
1996-08-14,8.125000,8.620000,8.125000,8.406250,2.387526,24000
1996-08-15,8.406250,8.406250,8.406250,8.406250,2.387526,0
1996-08-16,8.375000,8.375000,8.350000,8.350000,2.371551,12000
1996-08-19,8.250000,8.250000,8.181250,8.223750,2.335693,18000
1996-08-20,8.101250,8.250000,7.818750,8.103750,2.301611,44000
1996-08-21,8.013750,8.013750,8.013750,8.013750,2.276049,2000
1996-08-22,8.001250,8.048750,7.962500,7.970000,2.263623,20000
1996-08-23,7.862500,7.961250,7.852500,7.961250,2.261138,10000
1996-08-26,7.873750,8.198750,7.873750,8.198750,2.328592,134000
1996-08-27,8.000000,8.700000,7.875000,8.402500,2.386461,322000
1996-08-28,8.625000,8.625000,8.501250,8.575000,2.435454,32000
1996-08-29,8.500000,8.500000,8.375000,8.412500,2.389301,26000
1996-08-30,8.500000,8.500000,8.312500,8.500000,2.414153,16000
1996-09-02,8.650000,8.887500,8.550000,8.792500,2.497227,126000
1996-09-03,8.868750,9.000000,8.760000,8.800000,2.499358,66000
1996-09-04,8.650000,8.950000,8.556250,8.750000,2.485158,54000
1996-09-05,8.875000,8.900000,8.825000,8.900000,2.527760,22000
1996-09-06,8.973750,8.975000,8.750000,8.750000,2.485158,22000
1996-09-09,8.750000,9.218750,8.637500,9.218750,2.618291,58000
1996-09-10,8.751250,9.250000,8.751250,8.837500,2.510009,42000
1996-09-11,8.801250,8.801250,8.225000,8.236250,2.339243,100000
1996-09-12,8.348750,8.348750,7.675000,7.725000,2.194039,94000
1996-09-13,7.500000,7.600000,7.185000,7.185000,2.040668,206000
1996-09-16,7.078750,7.078750,7.078750,7.078750,2.010492,6000
1996-09-17,7.077500,7.077500,7.077500,7.077500,2.010137,4000
1996-09-18,6.585000,6.585000,6.582500,6.582500,1.869548,32000
1996-09-19,6.122500,6.122500,6.122500,6.122500,1.738899,14000
1996-09-20,5.695000,5.800000,5.695000,5.695000,1.617483,132000
1996-09-23,5.695000,5.700000,5.675000,5.700000,1.618902,46000
1996-09-24,5.700000,5.700000,5.700000,5.700000,1.618902,0
1996-09-25,5.525000,5.525000,5.425000,5.433750,1.543283,52000
1996-09-26,5.350000,5.376250,5.125000,5.125000,1.455592,40000
1996-09-27,4.975000,4.975000,4.771250,4.771250,1.355121,68000
1996-09-30,4.638750,5.022500,4.638750,4.805000,1.364706,156000
1996-10-01,4.750000,4.800000,4.475000,4.681250,1.329559,318000
1996-10-02,4.681250,4.681250,4.681250,4.681250,1.329559,0
1996-10-03,4.401250,4.500000,4.361250,4.457500,1.266010,272000
1996-10-04,4.350000,4.375000,4.200000,4.228750,1.201041,290000
1996-10-07,4.050000,4.075000,3.975000,4.025000,1.143172,128000
1996-10-08,4.025000,4.175000,3.775000,4.053750,1.151338,214000
1996-10-09,3.793750,4.087500,3.775000,4.040000,1.147433,230000
1996-10-10,4.192500,4.323750,4.192500,4.323750,1.228023,128000
1996-10-11,4.475000,4.627500,4.475000,4.627500,1.314293,68000
1996-10-14,4.750000,4.856250,4.600000,4.851250,1.377843,296000
1996-10-15,4.860000,4.860000,4.860000,4.860000,1.380328,24000
1996-10-16,5.200000,5.200000,5.200000,5.200000,1.476893,2000
1996-10-17,5.563750,5.565000,5.237500,5.555000,1.577719,1022000
1996-10-18,5.587500,5.826250,5.575000,5.826250,1.654760,504000
1996-10-21,5.826250,5.826250,5.826250,5.826250,1.654760,0
1996-10-22,5.827500,5.827500,5.827500,5.827500,1.655114,122000
1996-10-23,6.225000,6.235000,6.125000,6.235000,1.770852,32000
1996-10-24,6.672500,6.672500,5.825000,5.856250,1.663280,684000
1996-10-25,5.831250,5.948750,5.526250,5.853750,1.662570,882000
1996-10-28,5.801250,5.900000,5.801250,5.875000,1.668606,52000
1996-10-29,5.751250,5.950000,5.737500,5.817500,1.652274,302000
1996-10-30,5.817500,5.817500,5.817500,5.817500,1.652274,0
1996-10-31,5.600000,5.600000,5.500000,5.582500,1.585530,42000
1996-11-01,5.600000,5.800000,5.582500,5.775000,1.640203,262000
1996-11-04,5.553750,5.750000,5.553750,5.697500,1.618192,184000
1996-11-05,5.700000,5.825000,5.575000,5.661250,1.607896,194000
1996-11-06,5.725000,5.725000,5.556250,5.642500,1.602572,150000
1996-11-07,5.627500,5.627500,5.402500,5.525000,1.569199,74000
1996-11-08,5.550000,5.620000,5.425000,5.431250,1.542572,148000
1996-11-11,5.453750,5.575000,5.453750,5.550000,1.576299,100000
1996-11-12,null,null,null,null,null,null
1996-11-13,5.597500,5.597500,5.492500,5.500000,1.562099,110000
1996-11-14,5.500000,5.500000,5.415000,5.415000,1.537957,104000
1996-11-15,5.425000,5.525000,5.425000,5.522500,1.568489,146000
1996-11-18,5.525000,5.622500,5.500000,5.601250,1.590856,206000
1996-11-19,5.562500,5.617500,5.562500,5.603750,1.591566,80000
1996-11-20,5.531250,5.531250,5.462500,5.525000,1.569199,148000
1996-11-21,5.518750,5.552500,5.500000,5.552500,1.577010,36000
1996-11-22,5.515000,5.547500,5.515000,5.547500,1.575590,44000
1996-11-25,5.481250,5.481250,5.275000,5.416250,1.538312,432000
1996-11-26,5.375000,5.443750,5.075000,5.406250,1.535472,86000
1996-11-27,5.112500,5.400000,5.112500,5.362500,1.523047,122000
1996-11-28,5.000000,5.400000,5.000000,5.375000,1.526597,132000
1996-11-29,5.362500,5.450000,5.362500,5.450000,1.547898,64000
1996-12-02,5.500000,5.525000,5.425000,5.501250,1.562453,150000
1996-12-03,5.500000,5.581250,5.451250,5.543750,1.574524,366000
1996-12-04,5.500000,5.622500,5.500000,5.580000,1.584820,74000
1996-12-05,5.691250,5.750000,5.657500,5.725000,1.626002,76000
1996-12-06,6.100000,6.100000,5.600000,5.650000,1.604701,208000
1996-12-09,5.546250,5.775000,5.525000,5.775000,1.640203,76000
1996-12-10,5.900000,6.173750,5.783750,6.087500,1.728960,562000
1996-12-11,5.775000,6.000000,5.750000,5.900000,1.675706,78000
1996-12-12,5.900000,5.912500,5.850000,5.871250,1.667540,28000
1996-12-13,5.800000,5.800000,5.800000,5.800000,1.647305,8000
1996-12-16,5.825000,5.971250,5.825000,5.971250,1.695943,18000
1996-12-17,5.998750,6.350000,5.998750,6.335000,1.799254,156000
1996-12-18,6.000000,6.300000,6.000000,6.297500,1.788603,30000
1996-12-19,6.275000,6.436250,6.225000,6.245000,1.773692,34000
1996-12-20,6.310000,6.375000,6.300000,6.300000,1.789313,18000
1996-12-23,6.375000,6.400000,6.375000,6.391250,1.815230,18000
1996-12-24,6.300000,6.300000,6.131250,6.172500,1.753101,28000
1996-12-25,6.172500,6.172500,6.172500,6.172500,1.753101,0
1996-12-26,5.906250,6.250000,5.906250,6.250000,1.775112,24000
1996-12-27,6.250000,6.250000,6.250000,6.250000,1.775112,0
1996-12-30,6.250000,6.250000,6.250000,6.250000,1.775112,0
1996-12-31,6.262500,6.262500,5.852500,5.900000,1.675706,44000
1997-01-01,5.931250,6.250000,5.925000,6.250000,1.775112,36000
1997-01-02,6.300000,6.450000,6.225000,6.450000,1.831916,3508000
1997-01-03,6.450000,6.873750,6.450000,6.802500,1.932032,164000
1997-01-06,6.750000,6.875000,6.750000,6.775000,1.924222,28000
1997-01-07,6.775000,7.072500,6.675000,6.908750,1.962209,220000
1997-01-08,6.525000,7.375000,6.525000,7.275000,2.066231,86000
1997-01-09,7.350000,7.550000,7.350000,7.353750,2.088597,130000
1997-01-10,7.501250,7.525000,7.387500,7.436250,2.112029,40000
1997-01-13,7.076250,7.323750,7.076250,7.171250,2.036764,28000
1997-01-14,7.050000,7.325000,6.750000,6.868750,1.950849,60000
1997-01-15,7.025000,7.025000,6.975000,7.025000,1.995226,58000
1997-01-16,7.000000,7.000000,6.627500,6.642500,1.886590,48000
1997-01-17,6.375000,6.375000,6.375000,6.375000,1.810614,6000
1997-01-20,6.401250,6.450000,6.400000,6.400000,1.817715,24000
1997-01-21,6.287500,6.800000,6.125000,6.240000,1.772272,658000
1997-01-22,6.250000,6.250000,6.250000,6.250000,1.775112,4000
1997-01-23,6.250000,6.250000,6.250000,6.250000,1.775112,0
1997-01-24,6.032500,6.032500,6.032500,6.032500,1.713339,4000
1997-01-27,6.225000,6.250000,6.225000,6.243750,1.773337,6000
1997-01-28,6.001250,6.087500,6.000000,6.000000,1.704108,16000
1997-01-29,6.218750,6.218750,6.000000,6.000000,1.704108,14000
1997-01-30,5.875000,5.875000,5.875000,5.875000,1.668606,2000
1997-01-31,5.875000,5.875000,5.875000,5.875000,1.668606,2000
1997-02-03,5.625000,5.625000,5.500000,5.500000,1.562099,6000
1997-02-04,5.450000,5.450000,5.301250,5.318750,1.510621,40000
1997-02-05,5.125000,5.225000,5.125000,5.225000,1.483994,8000
1997-02-06,5.225000,5.375000,5.125000,5.375000,1.526597,12000
1997-02-07,5.375000,5.375000,5.288750,5.288750,1.502100,6000
1997-02-10,5.498750,5.625000,5.450000,5.625000,1.597601,24000
1997-02-11,5.750000,5.972500,5.640000,5.832500,1.656535,84000
1997-02-12,6.050000,6.100000,6.000000,6.093750,1.730735,24000
1997-02-13,6.125000,6.275000,6.125000,6.275000,1.782213,16000
1997-02-14,6.475000,6.500000,6.375000,6.375000,1.810614,16000
1997-02-17,6.500000,6.773750,6.500000,6.773750,1.923867,60000
1997-02-18,6.738750,6.738750,6.500000,6.562500,1.863868,414000
1997-02-19,6.500000,6.575000,6.500000,6.550000,1.860318,16000
1997-02-20,6.625000,6.975000,6.575000,6.835000,1.941262,54000
1997-02-21,6.800000,6.800000,6.612500,6.717500,1.907891,80000
1997-02-24,6.550000,6.750000,6.438750,6.750000,1.917121,40000
1997-02-25,6.875000,6.875000,6.500000,6.671250,1.894755,126000
1997-02-26,6.550000,6.550000,6.400000,6.400000,1.817715,10000
1997-02-27,6.550000,6.625000,6.501250,6.525000,1.853217,28000
1997-02-28,6.525000,6.525000,6.525000,6.525000,1.853217,0
1997-03-03,6.750000,6.750000,6.500000,6.500000,1.846117,12000
1997-03-04,6.275000,6.611250,6.275000,6.460000,1.834756,40000
1997-03-05,6.837500,6.850000,6.625000,6.625000,1.881620,68000
1997-03-06,6.450000,6.450000,6.450000,6.450000,1.831916,4000
1997-03-07,null,null,null,null,null,null
1997-03-10,6.175000,6.175000,6.000000,6.000000,1.704108,16000
1997-03-11,6.000000,6.000000,5.582500,5.601250,1.590856,54000
1997-03-12,5.925000,5.925000,5.825000,5.825000,1.654405,8000
1997-03-13,5.887500,5.900000,5.875000,5.875000,1.668606,20000
1997-03-14,5.877500,5.877500,5.875000,5.875000,1.668606,10000
1997-03-17,5.725000,5.725000,5.725000,5.725000,1.626002,2000
1997-03-18,5.475000,5.625000,5.475000,5.550000,1.576299,20000
1997-03-19,5.625000,5.925000,5.587500,5.922500,1.682096,86000
1997-03-20,5.875000,6.275000,5.802500,6.057500,1.720439,124000
1997-03-21,6.075000,6.400000,5.915000,6.283750,1.784698,64000
1997-03-24,6.283750,6.283750,6.283750,6.283750,1.784698,0
1997-03-25,6.163750,6.345000,5.845000,5.896250,1.674641,180000
1997-03-26,5.998750,6.000000,5.906250,5.998750,1.703752,18000
1997-03-27,5.875000,6.050000,5.750000,5.861250,1.664700,28000
1997-03-28,5.861250,5.861250,5.861250,5.861250,1.664700,0
1997-03-31,5.462500,5.500000,5.451250,5.500000,1.562099,12000
1997-04-01,5.226250,5.500000,5.226250,5.425000,1.540798,22000
1997-04-02,5.500000,5.742500,5.500000,5.675000,1.611802,10000
1997-04-03,5.726250,5.726250,5.725000,5.725000,1.626002,4000
1997-04-04,5.625000,5.747500,5.625000,5.711250,1.622097,16000
1997-04-07,5.507500,5.507500,5.458750,5.458750,1.550383,20000
1997-04-08,5.458750,5.458750,5.458750,5.458750,1.550383,0
1997-04-09,5.825000,5.825000,5.550000,5.743750,1.631328,30000
1997-04-10,5.650000,5.650000,5.650000,5.650000,1.604701,4000
1997-04-11,5.556250,5.723750,5.551250,5.711250,1.622097,14000
1997-04-14,5.711250,5.711250,5.711250,5.711250,1.622097,0
1997-04-15,5.675000,5.675000,5.575000,5.628750,1.598666,6000
1997-04-16,5.628750,5.628750,5.628750,5.628750,1.598666,0
1997-04-17,5.628750,5.628750,5.628750,5.628750,1.598666,0
1997-04-18,5.628750,5.628750,5.628750,5.628750,1.598666,0
1997-04-21,5.675000,5.775000,5.675000,5.730000,1.627423,24000
1997-04-22,5.800000,5.875000,5.625000,5.750000,1.633104,40000
1997-04-23,6.050000,6.100000,5.725000,5.786250,1.643399,182000
1997-04-24,5.875000,5.875000,5.751250,5.798750,1.646949,48000
1997-04-25,5.712500,5.750000,5.700000,5.737500,1.629553,32000
1997-04-28,5.747500,5.787500,5.450000,5.538750,1.573104,170000
1997-04-29,5.500000,5.625000,5.500000,5.552500,1.577010,232000
1997-04-30,5.698750,5.698750,5.506250,5.575000,1.583400,242000
1997-05-01,5.575000,5.575000,5.575000,5.575000,1.583400,0
1997-05-02,5.600000,5.600000,5.553750,5.553750,1.577365,12000
1997-05-05,5.577500,5.587500,5.576250,5.581250,1.585175,18000
1997-05-06,5.525000,5.623750,5.525000,5.601250,1.590856,106000
1997-05-07,5.531250,5.587500,5.531250,5.576250,1.583755,86000
1997-05-08,5.527500,5.600000,5.527500,5.598750,1.590146,22000
1997-05-09,5.587500,5.600000,5.538750,5.587500,1.586950,102000
1997-05-12,5.587500,5.593750,5.225000,5.226250,1.484349,56000
1997-05-13,5.175000,5.175000,4.862500,4.918750,1.397013,160000
1997-05-14,4.925000,4.987500,4.700000,4.750000,1.349085,56000
1997-05-15,4.625000,4.725000,4.550000,4.650000,1.320683,68000
1997-05-16,4.625000,4.675000,4.563750,4.643750,1.318908,44000
1997-05-19,4.772500,4.775000,4.650000,4.650000,1.320683,30000
1997-05-20,4.675000,4.675000,4.475000,4.500000,1.278081,62000
1997-05-21,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-05-22,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-05-23,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-05-26,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-05-27,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-05-28,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-05-29,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-05-30,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-06-02,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-06-03,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-06-04,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-06-05,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-06-06,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-06-09,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-06-10,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-06-11,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-06-12,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-06-13,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-06-16,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-06-17,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-06-18,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-06-19,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-06-20,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-06-23,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-06-24,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-06-25,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-06-26,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-06-27,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-06-30,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-07-01,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-07-02,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-07-03,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-07-04,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-07-07,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-07-08,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-07-09,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-07-10,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-07-11,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-07-14,4.500000,4.500000,4.500000,4.500000,1.278081,0
1997-07-15,4.500000,4.500000,4.500000,4.500000,1.278081,0
